contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,seat,kidsfacility,firstmenu,treatmenu,smoking,packing,infocenterfood,scalefood,parkingfood,opendatefood,opentimefood,restdatefood,discountinfofood,chkcreditcardfood,reservationfood,lcnsno,scale,usefee,discountinfo,spendtime,parkingfee,infocenterculture,accomcountculture,usetimeculture,restdateculture,parkingculture,chkbabycarriageculture,chkpetculture,chkcreditcardculture,sponsor1,sponsor1tel,sponsor2,sponsor2tel,eventenddate,playtime,eventplace,eventhomepage,agelimit,bookingplace,placeinfo,subevent,program,eventstartdate,usetimefestival,discountinfofestival,spendtimefestival,festivalgrade,progresstype,festivaltype,saleitem,saleitemcost,fairday,opendateshopping,shopguide,culturecenter,restroom,infocentershopping,scaleshopping,restdateshopping,parkingshopping,chkbabycarriageshopping,chkpetshopping,chkcreditcardshopping,opentime,distance,schedule,taketime,theme,roomcount,roomtype,refundregulation,checkintime,checkouttime,chkcooking,seminar,sports,sauna,beauty,beverage,karaoke,barbecue,campfire,bicycle,fitness,publicpc,publicbath,subfacility,foodplace,reservationurl,pickup,infocenterlodging,parkinglodging,reservationlodging,scalelodging,accomcountlodging,openperiod,reservation,infocenterleports,scaleleports,accomcountleports,restdateleports,usetimeleports,usefeeleports,expagerangeleports,parkingleports,parkingfeeleports,chkbabycarriageleports,chkpetleports,chkcreditcardleports
2785965,39,,,,,,,,,,,,,,,,,0,송정물국수,송정비빔국수 / 송정생김밥 / 송정비빔밥 등,,가능,0507-1449-0577,,가능,,- 11:40~21:00<br>- 마지막 주문 20:30,연중무휴,,,,20120141697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808104,39,,,,,,,,,,,,,,,,,0,해산물모듬,기장전복죽 / 기장전복 구이세트 / 막회 등,,,0507-1307-3055,,가능,,10:00~21:00,매주 화요일 / 설·추석 당일,,,,20170156595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442923,39,,,,,,,,,,,,,,,,,0,포크 치킨 부들파이,,,포장이 가능합니다,부산 바베큐맛집 푸짐하도다양한 필리핀요리,,주차 불가능,,11:00-21:00,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942253,12,0,0,0,깡깡이예술마을 안내센터 051-418-3336,,연중무휴,,,,,상시 개방,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805853,39,,,,,,,,,,,,,,,,,0,조개모듬,장어구이 / 새우구이 / 우럭매운탕 등,,가능(일부 메뉴),051-701-7661,,가능<rb>요금 (무료),,11:30~05:00,연중무휴,,가능,,20040141486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668102,39,,,,,,,,,,,,,,,,66석,0,항정국밥,고기국밥 / 내장국밥 / 섞어국밥 등,,,051-754-9222,,불가능,,상시 개방,연중무휴,,가능,051-754-9222,20110152310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838489,39,,,,,,,,,,,,,,,,,0,순대국밥,수육백반 / 돼지국밥 / 순대버섯전골 등,,가능,051-866-3349,,가능,,08:00~21:50 (마지막 주문 21:20),연중무휴,,가능,전화 문의,20140150210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852696,39,,,,,,,,,,,,,,,,,0,고메 플레이트,핸드 드립 / 사이펀 / 아포가토 등,,가능,1877-8358,,가능,,11:00~21:00 (마지막 주문 20:20),연중무휴,,가능,,20180134186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869572,39,,,,,,,,,,,,,,,,,0,돼지국밥,수육백반 / 수제순대 / 내장국밥 등,,가능,051-758-5046,,가능,,08:00~22:40 (준비시간 15:50~16:50),연중무휴,,가능,,19950152399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869279,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,농산물 / 의류 / 잡화 / 귀금속 / 약국 등,,,,,,있음,051-751-8585,,※ 매장마다 상이함,가능,,,,※ 매장마다 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785269,39,,,,,,,,,,,,,,,,,0,달보드레 상자,루이월주 / 현월호지 / 호지가배 / 쌍화차 / 멜롱망스 등,,,0507-1327-8450,,가능<br>요금 (무료),,11:00~20:30 (라스트오더 20:00),연중무휴,,가능,,20200142081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860839,39,,,,,,,,,,,,,,,,,0,스노잉 콜드브루,스노잉 레드 / 망고키슈 / 블루밍 라떼 등,,가능,0507-1408-8256,,가능,,10:00~22:00,연중무휴,,가능,,20170142474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670566,39,,,,,,,,,,,,,,,,,0,참치회,참치회 / 생연어사시미,금연,,051-553-0303,,,,16:00 ~ 24:00,일요일,,,가능,20170134610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870354,39,,,,,,,,,,,,,,,,,0,돈까스,비후까스 / 함박스테이크 / 오므라이스 등,,,051-634-2846,,불가능,,11:10~20:00,매주 일요일,,가능,0516342846,20010129169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865975,39,,,,,,,,,,,,,,,,,0,클래식 에그베네딕트,참나물 로제 파스타 / 로스티드 치킨 샐러드 / 초콜릿 조이 케이크 등,,가능,0507-1384-1168,,가능,,10:00~22:00,연중무휴,,가능,가능(케이크 예약 가능 / 네이버 예약),20200132253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128108,12,0,0,0,1577-0880,,시설 별로 상이,,,,,시설 별로 상이,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082315,12,0,0,0,051-550-1773,,"매월 둘째, 넷째 월요일",,,,4월~10월,"- 평일 10:00~15:00<br>
- 주말 11:00 / 13:00 / 14:00 / 15:00",가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674974,12,0,0,0,051-220-4545,,연중무휴,,,,,상시 개방,불가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736088,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260실,로얄스위트 오션뷰 / 프리미어 스위트 오션뷰 / 시그니엘 프리미어 패밀리트윈 오션뷰 등,,15:00,11:00,불가능,1,0,1,0,1,0,0,0,0,1,0,0,,더 라운지 / 더뷰 레스토랑 / 차오란 / 패스트리 살롱 등,,,051-922-1000,,,,,,,,,,,,,,,,,,
2872534,39,,,,,,,,,,,,,,,,,0,모듬조개구이,홍합탕 / 키조개 스테이크 / 벌교 꼬막 비빔밥 등,,가능,0507-1418-8923,,가능,,- 17:00~23:00<br>- 마지막 주문 22:00,격주 수요일,,,,20190149316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474149,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2869183,39,,,,,,,,,,,,,,,,,0,떡볶이,김밥 / 찹쌀호떡 / 만두 등,,가능,051-552-2644,,불가능,,06:00~22:00 (마지막 주문 21:30),"매월 둘째, 넷째 화요일",,가능,,20040134514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836405,39,,,,,,,,,,,,,,,,,0,아메리칸 팬케이크,리틀 포레스트 / 컴포트 라떼 / 필터커피 등,,,0507-1390-7825,,가능,,11:00~21:00 (마지막 주문 20:00),연중무휴,,,,20180130109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132576,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,활어회 / 건어물 / 수산물,,,1987년 10월 30일,,,,051-246-7500,,"매월 둘째, 넷째 화요일",가능,,,,- 1층 06:00~21:00<br>- 2층 09:00~21:00<br>- 3층 09:00~23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869439,39,,,,,,,,,,,,,,,,,0,즉석 철판돼지갈비,돼지왕갈비 / 한우등심 / 갈비살 한우생고기 등,,,0507-1305-8385,,가능,,- 11:30~22:00<br>- 마지막 주문 21:00,연중무휴,,,,19990139483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714406,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295실,스탠다드 / 디럭스 / 프리미어 디럭스 등,,15:00,12:00,불가능,1,1,1,0,1,0,0,0,0,1,0,0,,레스토랑 / 카페 / 라운지&바,,,051-661-9000,가능,,,,,,,,,,,,,,,,,
2832671,39,,,,,,,,,,,,,,,,,0,고기만두,군만두 / 새우만두 / 부추당면만두 등,,가능,0507-1440-0195,,불가능,,- 11:00~21:00<br>- 마지막 주문 20:20,매주 화요일,,,,19690129016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767084,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588-1234,,연중무휴<br>※ 자세한 휴무일은 홈페이지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532877,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"종합 (해외 명품, 국내외 의류/잡화, 스포츠웨어, 리빙, 키즈, 식음 등)",,,2013년 6월,,,있음,1644-4001,180여개 브랜드 입점,연중무휴,가능,,,가능,[하절기 (5월~10월)]<br>- 10:30~21:00<br>[동절기 (11월~4월)]<br>- 평일(월요일~목요일) 10:30~20:30<br>- 주말(금요일~일요일) 10:30~21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851832,39,,,,,,,,,,,,,,,,,0,코돈부르,히레까스 / 생선까스 / 카레우동 / 카레덮밥 / 돈까스카레덮밥 등,,,051-627-9191,,불가능,,- 11:10~21:00<br>- 준비 시간 15:00~17:00<br>- 마지막 주문 20:00,매주 일요일,,없음,,20010152052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838382,39,,,,,,,,,,,,,,,,,0,국밥,따로밥 / 수육밥 / 수육 등,,가능,051-244-1112,,가능,,- 09:00~21:00<br>- 마지막 주문 20:30,매주 일요일,,,,19960128069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867542,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,과일/ 농산물 / 수산물 / 축산물 / 의류 / 잡화 / 생필품 등,,,,,,있음,051-293-2885,,※ 매장마다 상이함,가능,,,매장마다 상이,※ 매장마다 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622969,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,15:00,12:00,,0,0,0,0,0,0,0,0,0,0,0,0,,,,불가,카카오톡 문의 > 게스트하우스싱글싱글,불가,카카오톡문의>게스트하우스싱글싱글,,1,,,,,,,,,,,,,,
2860851,39,,,,,,,,,,,,,,,,,0,뽈락세꼬시,뽈락구이 / 돌문어 등,,가능,051-747-8090,,가능,,- 월요일~토요일 12:00~22:30<br>- 일요일 12:00~21:30,연중무휴,,가능,가능,20200141004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759609,39,,,,,,,,,,,,,,,,,0,돼지국밥,수육백반 / 내장국밥 / 섞어국밥 등,,가능,051-628-7021,,가능,,09:00~22:00,연중무휴,,,,20150137083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229912,12,0,0,0,051-740-1700,,,,,,,"[평일]<br>
10:00~19:00 (입장 마감 18:00)<br>
[주말]<br>
10:00~20:00 (입장 마감 19:00)",,없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465024,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392객실,,,14:00 or 16:00,10:00 or 12:00,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,051-660-7000,,,,,,,,,,,,,,,,,,
2503780,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310실,디럭스 / 스위트 / 커넥팅 등,,15:00,11:00,불가,1,1,1,1,0,0,1,0,0,1,0,0,,다모임 / 맥퀸즈바 / 이터널저니 카페 등,,,051-509-1111,가능,,,,,,,,,,,,,,,,,
2845149,39,,,,,,,,,,,,,,,,,0,아인슈페너,라떼슈페너 / 아메리카노 / 브런치세트 등,,,070-8804-1355,,가능,,09:00~22:00,연중무휴,,,,20170156270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826034,39,,,,,,,,,,,,,,,,,0,파니니 샌드위치,해운대 동백빵 / 우유식빵 / 단팥빵 / 몽블랑 등,모두 금연석,가능,051-714-7007,,,,08:00~22:00,연중무휴,,,,20120141406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853163,39,,,,,,,,,,,,,,,,,0,성게비빔밥,성게비빔밥 / 철판전복덮밥 / 해산물 물회 등,,,0507-1358-6161,,가능<br>요금 (무료),,"11:00~20:00 (준비 시간 15:00~16:00, 마지막 주문 19:00)",연중무휴,,가능,,20190156057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013709,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신발 / 의류 / 민예품 / 건강식품 / 전통주 등,,,1950년 5월,,,,051-231-0448,,"매월 첫째, 셋째 일요일",가능,,,가능,09:00~20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688610,39,,,,,,,,,,,,,,,,,0,불도장 세트,베이징덕 / 자연송이 덮밥 / 삼선짜장면 / 유니짜장면 / 라조육 등,모두 금연석,,051-747-0131,,가능<br>요금 (무료),,- 11:30~21:30<br>- 준비 시간 15:00~17:30<br>- 마지막 주문 20:30,연중무휴,,가능,,19960141009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464876,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360실,,,15:00,11:00,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,051-409-8888,,,,,,,,,,,,,,,,,,
2865384,39,,,,,,,,,,,,,,,,,0,초코몽키,발로나라떼 / 오미자차 / 대추차 / 유자레몬에이드 등,,가능,051-809-3325,,가능,,09:00~24:00,연중무휴,,,,20140131594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013461,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,젓가락 / 숟가락 / 국자 / 주걱 등,,,2006년 10월 22일,지상 1층 전통품 판매점,,,051-253-3670,,연중무휴,가능,불가,,가능,10:00~18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081825,39,,,,,,,,,,,,,,,,,0,아메리카노,돌체라떼 / 딸기라떼 / 복숭아 아이스티 등,,가능,051-757-7774,,가능<br>요금 (무료),,11:00~21:00,연중무휴,,,,20040152527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385686,12,0,0,0,051-721-9183,,연중무휴,생태문화숲체험,,,,"09:00~18:00 (입장마감 17:00)<br>
※ 사전 예약 필수",가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661452,12,0,0,0,051-792-4761,,매주 월요일,,,,,09:00~18:00 (입장 마감 16:00),가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337415,12,0,0,0,051-543-9408,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412613,39,,,,,,,,,,,,,,,,,0,발로나크림모카,시나몬크림라떼 / 아보카도커피 / 젤라또 아이스크림 등,,,051-915-5088,,가능,,12:00~23:00 (마지막 주문 22:00),연중무휴,,,,20230165111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781598,39,,,,,,,,,,,,,,,,,0,누룽지 크림라떼,앙로 크림라떼 / 말차크림콜드브루 / 아메리카노 등,,가능,0507-1443-2238,,가능,,- 평일 11:30~18:30<br>- 주말 11:00~20:00,연중무휴,,,,20200149347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773623,39,,,,,,,,,,,,,,,,,0,파랑국수,고등어봉초밥 / 된장구이닭 / 통삼겹수육 / 튀김 등,,,010-7144-7600,,,,12:00~01:00<br>- 준비시간 15:30~17:30<br>- 점심 마지막 주문 14:30 / 저녁 마지막 주문 00:00,"매주 일요일 / 매월 2, 4번째 월요일",,가능,,20140131636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337435,12,0,0,0,051-303-7586,,연중무휴,,,,,상시 개방,불가능,불가,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867167,39,,,,,,,,,,,,,,,,,0,토렴국밥,따로국밥 / 수육백반 / 생생육면 등,,,0507-1358-3544,,가능,,08:00~21:00,연중무휴,,,,20010141986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786742,39,,,,,,,,,,,,,,,,,0,수육백반,내장수육 / 순대 / 내장국밥 등,,,051-781-2722,,가능,,- 07:00~21:40<br>- 마지막 주문 21:00,연중무휴,,,,20030141227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867517,39,,,,,,,,,,,,,,,,,0,순두부,"된장찌개, 김치찌개, 조기구이 등",,,051-853-8259,,가능 <br> 요금 (무료),,00:00~24:00,연중무휴,,가능,,20030131032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753006,39,,,,,,,,,,,,,,,,,0,버터전복구이,전복밥 / 홍게살덮밥 / 간장새우장 / 전복죽 등,,가능,0507-1358-1711,,가능,,- 11:00~20:00<br>- 준비시간(평일) 15:30~17:00<br>- 마지막 주문 19:30,연중무휴,,,,20190156199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832717,39,,,,,,,,,,,,,,,,,0,크림커피넛,아메리카노 / 드립커피 / 카푸치노 등,,가능,051-271-3300,,가능,,- 10:00~22:00<br>- 마지막 주문 21:00,연중무휴,,,,20200149421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777936,39,,,,,,,,,,,,,,,,,0,팟타이,꿍텃 / 꿰띠여우 똠양 / 뿌팟퐁커리 등,,가능,0507-1366-8183,,가능,,- 11:00~21:00<br>- 마지막 주문 19:55,연중무휴,,,,20140141315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844638,39,,,,,,,,,,,,,,,,,0,영광식 보리굴비 한상,해물 갈비찜 한상 / 해초 물회 막국수 / 전복 소갈비찜 한상 등,,가능,070-7543-3215,,가능<br>요금 (무료),,"[평일]<br>- 11:00~20:00<br>- 준비시간 15:00~17:00<br>- 마지막 주문 14:00, 19:00<br>[주말]<br>- 11:00~20:30<br>- 준비시간 15:30~16:30<br>- 마지막 주문 14:30, 19:30",연중무휴,,,,20190156629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875727,39,,,,,,,,,,,,,,,,,0,대구탕,고등어구이 정식 / 돼지고기묵은지 / 고등어묵은지 등,,가능,051-703-8683,,가능,,- 07:00~21:00<br>- 마지막 주문 20:00,매주 월요일,,,,20040141485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838432,39,,,,,,,,,,,,,,,,,0,맑은 엄용백 돼지국밥,진한 엄용백 돼지국밥 / 맑은 부산식 돼지국밥 / 진한 밀양식 돼지국밥 / 돼지수육과 멜조림 등,,가능,0507-1467-8093,,불가능 (인근 공영주차장 이용),,"11:30~21:30<br>(브레이크타임 15:00~17:00, 라스트오더 20:30)",연중무휴,,가능,,20200152183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836412,39,,,,,,,,,,,,,,,,,0,수제 바닐라빈라테,수제 오렌지&자몽에이드 / 수제 자몽허니블랙티 / 수제 레몬생강차 등,,,051-263-5055,,가능,,10:00~21:00 (마지막 주문 20:00),연중무휴,,,,20190130209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
