contentid,contenttypeid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,cat1,cat2,cat3,tel,firstimage,createdtime,modifiedtime,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,firstimage2,cpyrhtDivCd,mlevel
3511057,12,주식회사뷰티홀릭,"부산광역시 수영구 광안로7번길 17 (광안동, 세종 엠스테이3차)",제1층 107호,6,12,129.1138175312,35.1579180661,A02,A0202,A02020500,,,20250722152732,20251103101500,48297,26,500,EX,EX05,EX050600,,,6
3511011,38,주식회사아래모래,부산광역시 사하구 감내2로 100 (감천동),,6,10,129.0081228329,35.0969979358,A04,A0401,A04011200,,,20250722150746,20250901142900,49364,26,380,SH,SH07,SH070100,,,6
3511018,12,주식회사어반힐링,부산광역시 사하구 낙동대로 534 (하단동),,6,10,128.9651983858,35.1118315978,A02,A0203,A02030400,,,20250722151452,20250901142737,49324,26,380,EX,EX07,EX070200,,,6
3511071,12,주식회사피알아이피,부산광역시 수영구 수영로 409 (남천동),4층,6,12,129.1083545281,35.1429140892,A02,A0203,A02030400,,,20250722153720,20250901142215,48316,26,500,EX,EX07,EX070200,,,6
129597,12,죽도공원,부산광역시 해운대구 송정해변로 1-23,,6,16,129.2061338980,35.1799561988,A02,A0202,A02020700,,http://tong.visitkorea.or.kr/cms/resource/88/3019388_image2_1.JPG,20070713090000,20250520164017,48072,26,350,VE,VE03,VE030100,http://tong.visitkorea.or.kr/cms/resource/88/3019388_image3_1.JPG,Type3,6
2608459,39,죽도횟집,부산광역시 기장군 기장읍 연화1길 215,,6,3,129.2268671131,35.2195993671,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/93/2608593_image2_1.JPG,20190629003257,20250729152345,46082,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/93/2608593_image3_1.JPG,Type3,6
3351515,15,중구민의 날 페스타,부산광역시 중구 충장대로 26 (중앙동4가),,6,15,129.0394309881,35.1055392233,A02,A0207,A02070200,051-600-4102,http://tong.visitkorea.or.kr/cms/resource/60/3532060_image2_1.JPG,20240821112214,20250905094101,48940,26,110,EV,EV01,EV010200,http://tong.visitkorea.or.kr/cms/resource/60/3532060_image3_1.JPG,Type3,6
3017435,12,중리노을전망대,부산광역시 영도구 동삼동,632-3,6,14,129.0643270354,35.0692381886,A02,A0205,A02050600,,http://tong.visitkorea.or.kr/cms/resource/53/3455153_image2_1.jpg,20231004134030,20250507174001,49118,26,200,VE,VE01,VE010200,http://tong.visitkorea.or.kr/cms/resource/53/3455153_image3_1.jpg,Type1,6
2509838,32,지엔비호텔(GNB호텔),부산광역시 중구 흑교로 19 (부평동3가),,6,15,129.0248379298,35.1012588776,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/83/2808383_image2_1.png,20171011201640,20250626104408,48976,26,110,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/83/2808383_image2_1.png,Type3,6
2749611,28,지오클럽,부산광역시 기장군 일광면 기장해안로 1272,,6,3,129.2353514279,35.2578452406,A03,A0302,A03021700,,http://tong.visitkorea.or.kr/cms/resource/83/3516183_image2_1.jpeg,20210927192322,20250801165421,46044,26,710,AC,AC05,AC050100,http://tong.visitkorea.or.kr/cms/resource/83/3516183_image3_1.jpeg,Type3,6
2037531,25,지하철 타고 돌아보는 부산 시간여행,,,6,,129.0762330134,35.2190105271,C01,C0114,C01140001,,http://tong.visitkorea.or.kr/cms/resource/24/1877624_image2_1.jpg,20151103202133,20250520104946,,26,260,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/24/1877624_image3_1.jpg,Type3,6
2844643,39,진품물회,부산광역시 기장군 기장읍 연화1길 65,,6,3,129.2236758504,35.2150026005,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/41/2844641_image2_1.jpg,20220826152921,20250828112524,46082,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/41/2844641_image3_1.jpg,Type3,6
2822910,14,창비부산,부산광역시 동구 중앙대로209번길 16,2층,6,5,129.0391696039,35.1163768939,A02,A0206,A02061000,,http://tong.visitkorea.or.kr/cms/resource/67/2822867_image2_1.jpg,20220607144036,20250422101614,48816,26,170,VE,VE12,VE120100,http://tong.visitkorea.or.kr/cms/resource/67/2822867_image3_1.jpg,Type3,6
2872258,39,채플린,부산광역시 기장군 기장읍 기장해안로 880,,6,3,129.2446679494,35.2337953308,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/57/2872257_image2_1.JPG,20221021130051,20250701172653,46078,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/57/2872257_image3_1.JPG,Type3,6
2782714,14,책방봄봄,부산광역시 해운대구 좌동로 9 (중동),,6,16,129.1684791847,35.1673652425,A02,A0206,A02061000,,http://tong.visitkorea.or.kr/cms/resource/54/2795954_image2_1.png,20211129202320,20250827165551,48082,26,350,VE,VE12,VE120100,http://tong.visitkorea.or.kr/cms/resource/54/2795954_image3_1.png,Type3,6
2782757,14,책방오월,부산광역시 수영구 수영로607번길 28 (광안동),,6,12,129.1121398296,35.1604483075,A02,A0206,A02061000,,http://tong.visitkorea.or.kr/cms/resource/97/2795997_image2_1.jpg,20211129221739,20250827165858,48254,26,500,VE,VE12,VE120100,http://tong.visitkorea.or.kr/cms/resource/97/2795997_image3_1.jpg,Type3,6
2721158,12,천마산하늘전망대,부산광역시 서구 해돋이로183번길 17-4,,6,11,129.0173415667,35.0936484810,A02,A0205,A02050600,,,20210615195015,20250306173240,49259,26,140,VE,VE01,VE010200,,,6
2782794,38,천연제작소,부산광역시 동래구 석사로 26 (사직동),,6,6,129.0626958480,35.1991375040,A04,A0401,A04010600,,http://tong.visitkorea.or.kr/cms/resource/08/2796008_image2_1.jpg,20211129224033,20250827170126,47858,26,260,SH,SH05,SH050200,http://tong.visitkorea.or.kr/cms/resource/08/2796008_image3_1.jpg,Type3,6
2852238,39,철마대가한우직판장,부산광역시 기장군 철마면 난들길 8,,6,3,129.1626601676,35.2709896369,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/30/2852230_image2_1.jpg,20220908154055,20250828165950,46050,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/30/2852230_image3_1.jpg,Type3,6
2875311,39,철마원조추어탕,부산광역시 기장군 철마면 개좌로 763,,6,3,129.1496613718,35.2683841323,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/96/2875296_image2_1.JPG,20221026095205,20250902102324,46049,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/96/2875296_image3_1.JPG,Type3,6
2852250,39,철마한우수목원,부산광역시 기장군 철마면 곰내길 308,,6,3,129.1693117210,35.2943538074,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/42/2852242_image2_1.jpg,20220908154759,20250611170046,46050,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/42/2852242_image3_1.jpg,Type3,6
482123,12,청량사(부산),부산광역시 강서구 제도로 29,,6,1,128.9190855715,35.1177578650,A02,A0201,A02010800,,http://tong.visitkorea.or.kr/cms/resource/85/3041185_image2_1.JPG,20080222231916,20250407151818,46717,26,440,HS,HS03,HS030100,http://tong.visitkorea.or.kr/cms/resource/85/3041185_image3_1.JPG,Type3,6
2855624,38,청마가옥,부산광역시 영도구 오동꽃길 43,,6,14,129.0521218937,35.0929880838,A04,A0401,A04010700,,http://tong.visitkorea.or.kr/cms/resource/45/2781045_image2_1.jpg,20220919174453,20250522173028,49028,26,200,SH,SH05,SH050100,http://tong.visitkorea.or.kr/cms/resource/45/2781045_image3_1.jpg,Type3,6
3027700,12,청사포 기찻길,부산광역시 해운대구 달맞이길62번길 13 (중동),,6,16,129.1728512790,35.1581969059,A02,A0203,A02030400,,http://tong.visitkorea.or.kr/cms/resource/53/3027653_image2_1.JPG,20231030104651,20250404151648,48098,26,350,EX,EX07,EX070200,http://tong.visitkorea.or.kr/cms/resource/53/3027653_image3_1.JPG,Type3,6
2670611,39,청와정,부산광역시 부산진구 동평로44번길 55,,6,7,129.0361630060,35.1641103825,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/97/2670697_image2_1.jpg,20200903224253,20250729112351,47177,26,230,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/97/2670697_image2_1.jpg,Type3,6
3533147,32,청킹멘션부산,부산광역시 부산진구 서전로58번길 15-3 (전포동),,6,7,129.0663189033,35.1572450414,B02,B0201,B02011100,,,20250908222710,20250922185238,47303,26,230,AC,AC06,AC060200,,,6
2736392,12,청학수변공원,부산광역시 영도구 청학동 217-43,,6,14,129.0611626448,35.0977293865,A02,A0202,A02020700,,http://tong.visitkorea.or.kr/cms/resource/30/3080230_image2_1.JPG,20210825192049,20250422095512,,26,200,VE,VE03,VE030500,http://tong.visitkorea.or.kr/cms/resource/30/3080230_image3_1.JPG,Type3,6
2790483,38,청학시장,부산광역시 영도구 태종로316번길 1 (청학동),,6,14,129.0603710770,35.0966433823,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/96/2790996_image2_1.JPG,20211209195358,20250828102744,49023,26,200,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/96/2790996_image3_1.JPG,Type3,6
2838849,39,초량1941,부산광역시 동구 망양로 533-5 (초량동),,6,5,129.0298925398,35.1198180048,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/47/2838847_image2_1.jpg,20220818135702,20250530135106,48717,26,170,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/47/2838847_image3_1.jpg,Type3,6
2870751,39,초량845,부산광역시 동구 망양로533번길 8 (초량동),,6,5,129.0297258951,35.1195208123,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/46/2870746_image2_1.jpg,20221019162334,20250625174637,48717,26,170,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/46/2870746_image3_1.jpg,Type3,6
1942239,12,초량교회,부산광역시 동구 초량상로 53,(초량동),6,5,129.0369614421,35.1171434347,A02,A0201,A02010900,,http://tong.visitkorea.or.kr/cms/resource/14/3343314_image2_1.jpg,20140819231408,20250319190228,48812,26,170,HS,HS03,HS030200,http://tong.visitkorea.or.kr/cms/resource/14/3343314_image3_1.jpg,Type3,6
2785956,39,초량밀면,부산광역시 동구 중앙대로 225 (초량동),,6,5,129.0406944453,35.1173462584,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/24/2800524_image2_1.jpg,20211206191232,20250828094855,48815,26,170,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/24/2800524_image2_1.jpg,Type3,6
2869135,38,초량시장,부산광역시 동구 초량로13번길 8,,6,5,129.0400611298,35.1186849857,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/25/2869125_image2_1.JPG,20221018141150,20250620151133,48815,26,170,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/25/2869125_image3_1.JPG,Type3,6
2870703,39,초량온당,부산광역시 동구 초량중로 135 (수정동),,6,5,129.0415747569,35.1234594789,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/96/2870696_image2_1.jpg,20221019161156,20250625173943,48794,26,170,FD,FD03,FD030100,http://tong.visitkorea.or.kr/cms/resource/96/2870696_image3_1.jpg,Type3,6
2852263,39,초오록,부산광역시 기장군 화용길 103-17,,6,3,129.2215574939,35.2827394161,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/56/2852256_image2_1.jpg,20220908155430,20250120172830,46048,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/56/2852256_image3_1.jpg,Type3,6
1280921,39,초원농원,부산광역시 사상구 낙동대로 1498 주식회사 국제식품,,6,9,128.9829474247,35.1922756903,A05,A0502,A05020100,,,20110517190516,20250306153159,46903,26,530,FD,FD01,FD010100,,,6
2734175,28,초원숲속캠핑장,부산광역시 기장군 정관읍 병산1길 18,,6,3,129.1880920151,35.3449845893,A03,A0302,A03021700,,http://tong.visitkorea.or.kr/cms/resource/79/2799379_image2_1.png,20210818001256,20250901154724,46003,26,710,AC,AC05,AC050100,http://tong.visitkorea.or.kr/cms/resource/79/2799379_image2_1.png,Type3,6
2865403,39,초함,부산광역시 부산진구 성지로 101 (초읍동),,6,7,129.0523750701,35.1792367648,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/88/2865388_image2_1.jpg,20221011170317,20250619111207,47125,26,230,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/88/2865388_image3_1.jpg,Type3,6
2744582,38,충무동 새벽시장,부산광역시 서구 해안새벽시장길 68 (남부민동),,6,11,129.0250186863,35.0932847737,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/30/2744930_image2_1.jpg,20210915003448,20251031094110,49254,26,140,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/30/2744930_image2_1.jpg,Type3,6
2656194,12,친환경 스카이웨이 전망대(이바구길),부산광역시 동구 초량동,,6,5,129.0306535435,35.1213095185,A02,A0205,A02050600,,http://tong.visitkorea.or.kr/cms/resource/06/2720806_image2_1.jpg,20200514193538,20250319185847,48717,26,170,VE,VE01,VE010200,http://tong.visitkorea.or.kr/cms/resource/06/2720806_image3_1.jpg,Type3,6
2794743,39,칠성식당 본점,부산광역시 남구 지게골로 7,(문현동),6,4,129.0683387579,35.1358252547,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/11/2794811_image2_1.jpg,20211214040115,20250103145516,48456,26,290,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/11/2794811_image2_1.jpg,Type3,6
2848949,39,칠암만장,부산광역시 기장군 일광읍 일광로 648,,6,3,129.2582316020,35.2999631688,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/92/2848692_image2_1.jpg,20220905103310,20250610113114,46040,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/92/2848692_image3_1.jpg,Type3,6
2822840,39,칠암사계,부산광역시 기장군 칠암1길 7-10,,6,3,129.2589676506,35.2999215202,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/00/2822900_image2_1.jpg,20220607134505,20250519093518,46040,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/00/2822900_image3_1.jpg,Type3,6
2775556,39,칠암일번지횟집,부산광역시 기장군 일광면 문오성길 547,,6,3,129.2592953908,35.3002520455,A05,A0502,A05020100,,,20211118004358,20251023143000,46040,26,710,FD,FD01,FD010100,,,6
2702333,15,카운트다운 부산,부산광역시 수영구 광안해변로 219 (광안동),광안리 해수욕장,6,12,129.1185477876,35.1538130576,A02,A0207,A02070200,051-850-9000,http://tong.visitkorea.or.kr/cms/resource/64/3579164_image2_1.png,20211230010308,20251222174448,48303,26,500,EV,EV01,EV010600,http://tong.visitkorea.or.kr/cms/resource/64/3579164_image3_1.png,Type3,6
250562,39,카파도키아,부산광역시 금정구 금단로 123-9,,6,2,129.0922249352,35.2601173263,A05,A0502,A05020700,,,20071019090000,20251223112603,46215,26,410,FD,FD02,FD020400,,,6
2642681,39,카페 385,부산광역시 영도구 태종로 539,,6,14,129.0763172491,35.0843256105,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/90/3423190_image2_1.png,20200103231312,20250324171804,49012,26,200,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/90/3423190_image3_1.png,Type3,6
2853060,39,카페 도토리 로스터스,부산광역시 기장군 장안읍 상장안1길 29-4,,6,3,129.2434503873,35.3699411554,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/42/2853042_image2_1.jpg,20220914110434,20250612102623,46028,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/42/2853042_image3_1.jpg,Type3,6
2852408,39,카페 만디,부산광역시 사하구 오작로 104-7 (괴정동),,6,10,129.0047758093,35.1003836071,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/06/2852406_image2_1.jpg,20220913113722,20251120203444,49360,26,380,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/06/2852406_image3_1.jpg,Type3,6
2875345,39,카페공지,부산광역시 기장군 기장읍 기장해안로 509,,6,3,129.2251589263,35.2196576619,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/38/2875338_image2_1.JPG,20221026095717,20250703111935,46082,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/38/2875338_image3_1.JPG,Type3,6
2807808,39,카페썬번,부산광역시 동래구 명안로17번길 80,,6,6,129.1002870237,35.1990465422,A05,A0502,A05020900,,,20220221135520,20251029164611,47787,26,260,FD,FD05,FD050100,,,6
2952936,39,카페제노아,부산광역시 중구 중구로29번길 17 (부평동1가),,6,15,129.0270044311,35.1004034583,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/22/2952922_image2_1.jpg,20230327113243,20250121134407,48978,26,110,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/22/2952922_image3_1.jpg,Type3,6
2622984,32,캔버스,부산광역시 해운대구 해운대해변로197번길 13,(우동),6,16,129.1526891145,35.1592353048,B02,B0201,B02011100,,,20191005012100,20241127144557,48093,26,350,AC,AC06,AC060200,,,
2663616,32,캔버스 블랙,부산광역시 해운대구 해운대해변로197번길 14,(우동),6,16,129.1530057486,35.1594102909,B02,B0201,B02011100,,,20200715191913,20241127144627,48093,26,350,AC,AC06,AC060200,,,
3452166,12,커넥트현대,부산광역시 동구 범일로 125 (범일동),,6,5,129.0586005649,35.1413411243,A02,A0203,A02030400,,http://tong.visitkorea.or.kr/cms/resource/06/3451506_image2_1.jpg,20241219130605,20241219130622,48735,26,170,VE,VE12,VE120300,http://tong.visitkorea.or.kr/cms/resource/06/3451506_image3_1.jpg,Type1,6
2832636,39,코랄라니,부산광역시 기장군 기장읍 기장해안로 32,,6,3,129.2089308044,35.1825920662,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/33/2832633_image2_1.jpg,20220804150627,20250527171154,46084,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/33/2832633_image3_1.jpg,Type3,6
142852,32,코모도 호텔 부산,부산광역시 중구 중구로 151 (영주동),,6,15,129.0353034800,35.1088165580,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/49/2722649_image2_1.JPG,20051130090000,20251120111244,48912,26,110,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/49/2722649_image2_1.JPG,Type3,6
2852620,39,코모도테이블,부산광역시 동래구 온천천로453번길 23-2 (안락동),,6,6,129.1030314079,35.1925334341,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/13/2852613_image2_1.jpg,20220913171310,20250612094241,47900,26,260,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/13/2852613_image3_1.jpg,Type3,6
2039866,32,코오롱 씨클라우드 호텔,부산광역시 해운대구 해운대해변로 287 (중동),,6,16,129.1622688032,35.1604686777,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/09/3544809_image2_1.jpg,20151110003148,20251023143000,48095,26,350,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/09/3544809_image3_1.jpg,Type3,6
3044634,32,크라운 하버 호텔 부산,부산광역시 중구 중앙대로 114 (중앙동4가),,6,15,129.0368450457,35.1076056112,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/30/3054130_image2_1.jpg,20231118123510,20251120110120,48938,26,110,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/30/3054130_image3_1.jpg,Type1,6
3437916,15,크리스마스 빌리지 부산 2025,부산광역시 해운대구 수영강변대로 120 (우동),,6,16,129.1270687971,35.1710029572,A02,A0208,A02081300,070-4680-1718,http://tong.visitkorea.or.kr/cms/resource/78/3569778_image2_1.jpg,20241205171935,20251216182152,48058,26,350,EV,EV03,EV030400,http://tong.visitkorea.or.kr/cms/resource/78/3569778_image3_1.jpg,Type3,6
843489,39,클라우드32,부산광역시 해운대구 마린시티3로 52,32층,6,16,129.1449565859,35.1543912594,A05,A0502,A05020200,,http://tong.visitkorea.or.kr/cms/resource/35/3585635_image2_1.jpg,20091029061112,20251217153731,48119,26,350,FD,FD02,FD020300,http://tong.visitkorea.or.kr/cms/resource/35/3585635_image3_1.jpg,Type1,6
2785267,39,클래식캠퍼,부산광역시 사상구 대동로 224 (학장동),,6,9,128.9851956764,35.1473946491,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/90/2785290_image2_1.jpg,20211202223355,20250828092457,47020,26,530,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/90/2785290_image2_1.jpg,Type3,6
2870780,39,클레이디뷔페 돌잔치,부산광역시 동구 조방로 14 (범일동),,6,5,129.0634807673,35.1387665027,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/67/2870767_image2_1.jpg,20221019162823,20250627091138,48741,26,170,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/67/2870767_image3_1.jpg,Type3,6
2496023,12,키자니아 부산,부산광역시 해운대구 센텀4로 15 센텀시티 몰,,6,16,129.1283187187,35.1699003261,A02,A0203,A02030400,,http://tong.visitkorea.or.kr/cms/resource/33/3526933_image2_1.jpg,20170614224709,20250828174317,48058,26,350,EX,EX07,EX070200,http://tong.visitkorea.or.kr/cms/resource/33/3526933_image3_1.jpg,Type3,6
2859188,39,키친동백,부산광역시 해운대구 달맞이길117번가길 85 (중동),,6,16,129.1787924398,35.1578276130,A05,A0502,A05020200,,http://tong.visitkorea.or.kr/cms/resource/85/2859185_image2_1.jpg,20220923152825,20250616173903,48117,26,350,FD,FD02,FD020300,http://tong.visitkorea.or.kr/cms/resource/85/2859185_image3_1.jpg,Type3,6
2858974,39,타이가텐푸라,부산광역시 해운대구 우동1로38번가길 15 (우동),,6,16,129.1584217967,35.1648042324,A05,A0502,A05020300,,http://tong.visitkorea.or.kr/cms/resource/63/2858963_image2_1.jpg,20220923143236,20250829151826,48087,26,350,FD,FD02,FD020200,http://tong.visitkorea.or.kr/cms/resource/63/2858963_image3_1.jpg,Type3,6
2869532,39,타이빈,부산광역시 동래구 금강로73번길 12 (온천동),,6,6,129.0773274366,35.2162997405,A05,A0502,A05020700,,http://tong.visitkorea.or.kr/cms/resource/18/2869518_image2_1.JPG,20221018161523,20250623145154,47706,26,260,FD,FD02,FD020400,http://tong.visitkorea.or.kr/cms/resource/18/2869518_image3_1.JPG,Type3,6
2868448,39,타타에스프레소바,부산광역시 수영구 무학로33번길 57,1층,6,12,129.1179253383,35.1640674534,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/48/2868348_image2_1.jpg,20221017160336,20250116130814,48268,26,500,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/48/2868348_image3_1.jpg,Type3,6
2775543,39,탐복,부산광역시 기장군 일광면 문오성길 31,,6,3,129.2577487848,35.2829039614,A05,A0502,A05020100,,,20211118003845,20251229143651,46041,26,710,FD,FD01,FD010100,,,6
2852602,39,태백관,부산광역시 동래구 충렬대로285번길 31 (칠산동),,6,6,129.0908960978,35.2018349452,A05,A0502,A05020400,,http://tong.visitkorea.or.kr/cms/resource/93/2852593_image2_1.jpg,20220913170820,20250828173532,47812,26,260,FD,FD02,FD020100,http://tong.visitkorea.or.kr/cms/resource/93/2852593_image3_1.jpg,Type3,6
127752,12,태종대온천찜질방,부산광역시 영도구 태종로 808,,6,14,129.0787786847,35.0645889744,A02,A0202,A02020300,,http://tong.visitkorea.or.kr/cms/resource/85/3547085_image2_1.jpg,20031210090000,20251023143000,49126,26,200,EX,EX05,EX050100,http://tong.visitkorea.or.kr/cms/resource/85/3547085_image3_1.jpg,Type1,6
1608751,12,태종사,부산광역시 영도구 전망로 119,,6,14,129.0897751849,35.0560095813,A02,A0201,A02010800,,http://tong.visitkorea.or.kr/cms/resource/87/3552687_image2_1.jpg,20120421003749,20251023143000,49127,26,200,HS,HS03,HS030100,http://tong.visitkorea.or.kr/cms/resource/87/3552687_image3_1.jpg,Type1,6
2869186,39,토로,부산광역시 영도구 태종로750번길 46 (동삼동),,6,14,129.0782008306,35.0692134470,A05,A0502,A05020200,,http://tong.visitkorea.or.kr/cms/resource/78/2869178_image2_1.jpg,20221018142455,20250620153137,49124,26,200,FD,FD02,FD020300,http://tong.visitkorea.or.kr/cms/resource/78/2869178_image3_1.jpg,Type3,6
403929,39,토비코,부산광역시 금정구 금정로 45,,6,2,129.0857930213,35.2288679330,A05,A0502,A05020100,,,20080120072359,20250304173307,46293,26,410,FD,FD01,FD010100,,,6
1162526,32,토요코인호텔 부산서면,부산광역시 부산진구 서전로 39 (전포동),,6,7,129.0640801887,35.1580060259,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/49/3476749_image2_1.jpg,20110105224636,20251120104828,47247,26,230,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/49/3476749_image3_1.jpg,Type3,6
2841442,39,톤쇼우,부산광역시 금정구 금강로 247-10 (장전동),,6,2,129.0842986624,35.2304871678,A05,A0502,A05020300,,http://tong.visitkorea.or.kr/cms/resource/30/2841430_image2_1.jpg,20220823105123,20250605111729,46288,26,410,FD,FD02,FD020200,http://tong.visitkorea.or.kr/cms/resource/30/2841430_image3_1.jpg,Type3,6
2838889,39,툇마루,부산광역시 북구 금곡대로285번길 81 (화명동),,6,8,129.0090301147,35.2342436895,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/78/2838878_image2_1.jpg,20220818141654,20250530142314,46527,26,320,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/78/2838878_image3_1.jpg,Type3,6
3532722,32,트래블라이트,부산광역시 부산진구 서면로68번길 52 (부전동),7층,6,7,129.0582835611,35.1546812913,B02,B0201,B02011100,,,20250908135948,20251023143000,47286,26,230,AC,AC06,AC060200,,,6
2848939,39,튼튼장어 무한리필,부산광역시 기장군 기장해안로 1301,,6,3,129.2331682209,35.2601393874,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/59/2848759_image2_1.jpg,20220905110752,20250116113904,46044,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/59/2848759_image3_1.jpg,Type3,6
2853081,39,파나카F,부산광역시 동래구 금정마을로 54,,6,6,129.0627927041,35.2121971536,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/78/2853078_image2_1.jpg,20220914111145,20250120132727,47718,26,260,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/78/2853078_image3_1.jpg,Type3,6
142853,32,파라다이스 호텔 부산,부산광역시 해운대구 해운대해변로 296,,6,16,129.1641214339,35.1599409935,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/55/3510355_image2_1.jpg,20031223090000,20250721162401,48099,26,350,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/55/3510355_image3_1.jpg,Type3,6
133314,39,팔미초밥,부산광역시 연제구 월드컵대로119번길 8,,6,13,129.0818167950,35.1849700007,A05,A0502,A05020300,,,20041230090000,20250307141556,47596,26,470,FD,FD02,FD020200,,,6
2844738,39,팜카페,부산광역시 기장군 기장읍 석산1길 41,,6,3,129.2106078643,35.2033453296,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/32/2844732_image2_1.jpg,20220829101002,20250609132037,46081,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/32/2844732_image3_1.jpg,Type3,6
